Mês/Ano;Data;Hora;Estado;Tempo (h)
11/2021;18/11/2021;17:00;DESLOC P/ REAB;0,2
11/2021;18/11/2021;17:00;DESLOCAMENTO;0,9
11/2021;18/11/2021;17:00;MANOBRA;0,1
11/2021;18/11/2021;17:00;PARADA;0,4
11/2021;18/11/2021;17:00;TRABALHANDO;1,2
11/2021;18/11/2021;18:00;DESLOC P/ REAB;0,5
11/2021;18/11/2021;18:00;DESLOCAMENTO;0,4
11/2021;18/11/2021;18:00;MANOBRA;0,1
11/2021;18/11/2021;18:00;PARADA;0,7
11/2021;18/11/2021;18:00;TRABALHANDO;0,8
11/2021;18/11/2021;19:00;DESLOC P/ REAB;0,5
11/2021;18/11/2021;19:00;DESLOCAMENTO;0,1
11/2021;18/11/2021;19:00;MANOBRA;0,1
11/2021;18/11/2021;19:00;PARADA;0,7
11/2021;18/11/2021;19:00;TRABALHANDO;1,4
11/2021;18/11/2021;20:00;DESLOC P/ REAB;0,3
11/2021;18/11/2021;20:00;DESLOCAMENTO;0,2
11/2021;18/11/2021;20:00;MANOBRA;0,2
11/2021;18/11/2021;20:00;PARADA;0,5
11/2021;18/11/2021;20:00;TRABALHANDO;1,8
11/2021;18/11/2021;21:00;DESLOCAMENTO;0,7
11/2021;18/11/2021;21:00;MANOBRA;0,1
11/2021;18/11/2021;21:00;PARADA;0,1
11/2021;18/11/2021;21:00;TRABALHANDO;0,5
11/2021;18/11/2021;22:00;DESLOCAMENTO;0,2
11/2021;19/11/2021;05:00;DESLOCAMENTO;0,7
11/2021;19/11/2021;05:00;PARADA;1,0
11/2021;19/11/2021;06:00;DESLOC P/ REAB;0,2
11/2021;19/11/2021;06:00;DESLOCAMENTO;0,1
11/2021;19/11/2021;06:00;MANOBRA;0,1
11/2021;19/11/2021;06:00;PARADA;0,4
11/2021;19/11/2021;06:00;TRABALHANDO;1,3
11/2021;19/11/2021;07:00;DESLOC P/ REAB;0,1
11/2021;19/11/2021;07:00;DESLOCAMENTO;0,9
11/2021;19/11/2021;07:00;MANOBRA;0,1
11/2021;19/11/2021;07:00;PARADA;2,1
11/2021;19/11/2021;07:00;TRABALHANDO;0,8
11/2021;19/11/2021;08:00;DESLOC P/ REAB;0,1
11/2021;19/11/2021;08:00;DESLOCAMENTO;0,3
11/2021;19/11/2021;08:00;MANOBRA;0,1
11/2021;19/11/2021;08:00;PARADA;1,9
11/2021;19/11/2021;08:00;TRABALHANDO;0,9
11/2021;19/11/2021;09:00;DESLOCAMENTO;1,6
11/2021;19/11/2021;09:00;MANOBRA;0,1
11/2021;19/11/2021;09:00;PARADA;1,8
11/2021;19/11/2021;09:00;TRABALHANDO;0,5
11/2021;19/11/2021;10:00;DESLOCAMENTO;1,1
11/2021;19/11/2021;10:00;PARADA;1,1
11/2021;19/11/2021;11:00;DESLOCAMENTO;0,7
11/2021;19/11/2021;11:00;PARADA;0,1
11/2021;19/11/2021;13:00;DESLOCAMENTO;0,4
11/2021;19/11/2021;13:00;MANOBRA;0,1
11/2021;19/11/2021;13:00;PARADA;0,1
11/2021;19/11/2021;13:00;TRABALHANDO;0,2
11/2021;19/11/2021;14:00;DESLOCAMENTO;0,1
11/2021;19/11/2021;14:00;TRABALHANDO;0,1
11/2021;19/11/2021;15:00;DESLOCAMENTO;0,3
11/2021;19/11/2021;15:00;PARADA;0,1
11/2021;19/11/2021;15:00;TRABALHANDO;0,1
11/2021;19/11/2021;16:00;DESLOCAMENTO;0,2
11/2021;19/11/2021;16:00;TRABALHANDO;0,1
11/2021;19/11/2021;18:00;DESLOCAMENTO;0,3
11/2021;19/11/2021;18:00;PARADA;0,7
11/2021;19/11/2021;19:00;PARADA;1,0
11/2021;19/11/2021;20:00;PARADA;1,0
11/2021;19/11/2021;21:00;DESLOCAMENTO;0,3
11/2021;19/11/2021;21:00;PARADA;0,2
11/2021;20/11/2021;07:00;DESLOCAMENTO;0,9
11/2021;20/11/2021;07:00;PARADA;1,5
11/2021;20/11/2021;08:00;DESLOCAMENTO;0,9
11/2021;20/11/2021;08:00;MANOBRA;0,1
11/2021;20/11/2021;08:00;PARADA;1,3
11/2021;20/11/2021;08:00;TRABALHANDO;1,3
11/2021;20/11/2021;09:00;DESLOC P/ REAB;0,2
11/2021;20/11/2021;09:00;DESLOCAMENTO;0,7
11/2021;20/11/2021;09:00;MANOBRA;0,2
11/2021;20/11/2021;09:00;PARADA;1,7
11/2021;20/11/2021;09:00;TRABALHANDO;1,3
11/2021;20/11/2021;10:00;DESLOC P/ REAB;0,1
11/2021;20/11/2021;10:00;DESLOCAMENTO;0,4
11/2021;20/11/2021;10:00;MANOBRA;0,1
11/2021;20/11/2021;10:00;PARADA;0,6
11/2021;20/11/2021;10:00;TRABALHANDO;1,8
11/2021;20/11/2021;11:00;DESLOCAMENTO;0,5
11/2021;20/11/2021;11:00;MANOBRA;0,1
11/2021;20/11/2021;11:00;PARADA;0,5
11/2021;20/11/2021;11:00;TRABALHANDO;0,9
11/2021;20/11/2021;12:00;DESLOCAMENTO;0,1
11/2021;20/11/2021;12:00;PARADA;0,6
11/2021;20/11/2021;13:00;DESLOCAMENTO;0,2
11/2021;20/11/2021;13:00;PARADA;0,9
11/2021;20/11/2021;13:00;TRABALHANDO;0,6
11/2021;20/11/2021;14:00;DESLOC P/ REAB;0,1
11/2021;20/11/2021;14:00;DESLOCAMENTO;0,9
11/2021;20/11/2021;14:00;PARADA;2,1
11/2021;20/11/2021;14:00;TRABALHANDO;0,1
11/2021;20/11/2021;15:00;DESLOCAMENTO;1,0
11/2021;20/11/2021;15:00;MANOBRA;0,2
11/2021;20/11/2021;15:00;PARADA;0,8
11/2021;20/11/2021;15:00;TRABALHANDO;2,0
11/2021;20/11/2021;16:00;DESLOC P/ REAB;0,3
11/2021;20/11/2021;16:00;DESLOCAMENTO;1,0
11/2021;20/11/2021;16:00;MANOBRA;0,1
11/2021;20/11/2021;16:00;PARADA;1,0
11/2021;20/11/2021;16:00;TRABALHANDO;1,2
11/2021;20/11/2021;17:00;DESLOC P/ REAB;0,2
11/2021;20/11/2021;17:00;DESLOCAMENTO;1,3
11/2021;20/11/2021;17:00;MANOBRA;0,1
11/2021;20/11/2021;17:00;PARADA;1,1
11/2021;20/11/2021;17:00;TRABALHANDO;1,3
11/2021;20/11/2021;18:00;DESLOC P/ REAB;0,4
11/2021;20/11/2021;18:00;DESLOCAMENTO;0,5
11/2021;20/11/2021;18:00;MANOBRA;0,2
11/2021;20/11/2021;18:00;PARADA;0,6
11/2021;20/11/2021;18:00;TRABALHANDO;1,6
11/2021;20/11/2021;19:00;DESLOCAMENTO;0,3
11/2021;21/11/2021;05:00;DESLOCAMENTO;1,1
11/2021;21/11/2021;05:00;MANOBRA;0,1
11/2021;21/11/2021;05:00;PARADA;0,7
11/2021;21/11/2021;05:00;TRABALHANDO;0,2
11/2021;21/11/2021;06:00;DESLOC P/ REAB;0,2
11/2021;21/11/2021;06:00;DESLOCAMENTO;1,2
11/2021;21/11/2021;06:00;MANOBRA;0,3
11/2021;21/11/2021;06:00;PARADA;0,9
11/2021;21/11/2021;06:00;TRABALHANDO;1,4
11/2021;21/11/2021;07:00;DESLOC P/ REAB;0,2
11/2021;21/11/2021;07:00;DESLOCAMENTO;1,0
11/2021;21/11/2021;07:00;MANOBRA;0,2
11/2021;21/11/2021;07:00;PARADA;0,6
11/2021;21/11/2021;07:00;TRABALHANDO;1,9
11/2021;21/11/2021;08:00;DESLOC P/ REAB;0,2
11/2021;21/11/2021;08:00;DESLOCAMENTO;0,7
11/2021;21/11/2021;08:00;MANOBRA;0,1
11/2021;21/11/2021;08:00;PARADA;1,3
